Gene_acc,PG.ProteinAccessions,WT1,WT2,WT3,11-1,11-2,11-3,Desc
5302,Tb927.9.10440:mRNA-p1,142942.59375,135407.03125,129839.640625,102567.4375,105643.015625,112735.078125,"DNA polymerase epsilon catalytic subunit, putative"
5303,Tb927.9.10450:mRNA-p1,649024.8125,673901.875,556798.5625,812641.75,691606.25,655827.8125,"hypothetical protein, conserved"
5304,Tb927.9.10470:mRNA-p1,539375.625,541693.875,510857.78125,368795.125,392372.9375,416948.71875,"hypothetical protein, conserved"
5305,Tb927.9.10490:mRNA-p1,304816.09375,332773.625,262288.1875,211908.734375,230649.46875,212146.515625,Component of motile flagella 56
5306,Tb927.9.10500:mRNA-p1,418528.25,383101.1875,444567.5625,518231.3125,547020.375,521866.875,"HAD hydrolase, TIGR01456 family/HAD hydrolase, family IIA, putative"
5308,Tb927.9.10530:mRNA-p1,26838.072265625,18837.7421875,19616.990234375,15651.775390625,66418.96875,18722.83203125,Flagellum attachment zone protein 4
5309,Tb927.9.10550:mRNA-p1,19210.15625,20010.55859375,17845.203125,16039.4794921875,13581.8798828125,21537.2578125,Spindle assembly abnormal protein 6 homolog
5310,Tb927.9.10560:mRNA-p1,788119.3125,485616.8125,645713.1875,929880.1875,777431.25,871310.9375,Archaic Translocase of outer membrane 19 kDa subunit
5311,Tb927.9.10570:mRNA-p1,457702.84375,479698.0625,636847.3125,602589,559416.5,596319.4375,predicted zinc finger protein
5312,Tb927.9.10580:mRNA-p1,268871.1875,289017.0625,265126.8125,252959.78125,270464.75,287313.84375,"3-demethylubiquinone-9 3-methyltransferase, putative"
5314,Tb927.9.10640:mRNA-p1,435928.15625,409153.90625,390678,444411.4375,460356.625,468703.25,"synaptojanin (N-terminal domain), putative"
5315,Tb927.9.10650:mRNA-p1,176683.359375,189073.484375,189161.734375,191424.46875,217039.15625,197545.1875,hypothetical protein
5317,Tb927.9.10680:mRNA-p1,221563.46875,254095.625,233671.90625,338435.46875,198994.234375,283577.40625,"RNA polymerase III RPC4, putative"
5318,Tb927.9.10690:mRNA-p1,1423177,1312510.25,1157800.875,1110175,1005441.375,1182384.375,"Protein of unknown function (DUF2009), putative"
5319,Tb927.9.10710:mRNA-p1,207050.546875,225060.5625,231553.21875,220512.15625,208369.125,197732.625,hsp70 subfamily B suppressor 1
5320,Tb927.9.10770:mRNA-p1,6739297,8412901,7490023.5,6634576.5,6492024.5,5232544.5,polyadenylate-binding protein 2
5321,Tb927.9.10790:mRNA-p1,69488.296875,30738.388671875,31068.83984375,42302.3046875,29962.7265625,18842.220703125,hypothetical protein
5322,Tb927.9.10820:mRNA-p1,547974.6875,319178.6875,58002.7421875,51742.3203125,45345.484375,58022.0078125,"hypothetical protein, conserved"
5323,Tb927.9.10830:mRNA-p1,882599.25,915828.375,755495.6875,705862.6875,747406.875,792202.8125,metal dependent 5'-nucleotidase
5324,Tb927.9.10840:mRNA-p1,117447.484375,112596.2578125,53884.7890625,67334.59375,77449.84375,71866.4140625,"hypothetical protein, conserved"
5325,Tb927.9.10850:mRNA-p1,56527.6796875,79725.75,56290.09375,65787.375,91439.7890625,82282.4375,"Splicing factor 3B subunit 10 (SF3b10), putative"
5326,Tb927.9.10870:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
5327,Tb927.9.10880:mRNA-p1,176379.984375,225258.25,209325.703125,192093.140625,177333.46875,184963.03125,"hypothetical protein, conserved"
5328,Tb927.9.10890:mRNA-p1,167951.109375,160988.96875,137753,125200.0859375,143296.953125,99940.484375,"Regulatory subunit of type II PKA R-subunit, putative"
5329,Tb927.9.10920:mRNA-p1,165312.90625,142715.453125,23778.095703125,110477.734375,84622.3359375,150106.015625,kinetoplastid kinetochore protein 3
5330,Tb927.9.10950:mRNA-p1,Filtered,4352.865234375,11224.0205078125,Filtered,Filtered,Filtered,"chaperone protein DnaJ, putative"
5331,Tb927.9.10960:mRNA-p1,88612.8671875,66891.453125,108438.28125,105471.015625,97550.2265625,93974.4921875,"ATP-dependent DEAD/H RNA helicase, putative"
5332,Tb927.9.10970:mRNA-p1,146234.46875,122866.40625,130980.3671875,152727.90625,123388.359375,123455.1484375,"Serine peptidase, Clan SC, Family S09X"
5333,Tb927.9.11000:mRNA-p1,4856696.5,4142596.5,4025282,4359171,5380469,4981830.5,"ras-related protein RAB7, putative"
5334,Tb927.9.11030:mRNA-p1,1464292.75,1310625.5,1293735.25,1360557.25,1404263.375,1600973.625,cAMP-dependent protein kinase catalytic subunit 2
5335,Tb927.9.11040:mRNA-p1,77018.3984375,89343.453125,89513.859375,114560.2109375,106235.234375,101525.7578125,mitochondrial carrier protein
5336,Tb927.9.11050:mRNA-p1,794833.25,865748.5625,820072.9375,723317.4375,788115.8125,705630.8125,"4E-interacting protein, putative"
5337,Tb927.9.11070:mRNA-p1,164715.5,145006.5625,150650.515625,130201.6171875,107888.2421875,137150.4375,E3 SUMO-protein ligase SIZ1
5338,Tb927.9.11100:mRNA-p1,1246115,1157949.75,1268562.375,1589482.625,1755261.25,1611817.625,cAMP-dependent protein kinase catalytic subunit 1
5339,Tb927.9.11110:mRNA-p1,617570.1875,671377.0625,664828.625,650605.25,622781.75,666725,U5 snRNA-associated splicing factor
5340,Tb927.9.11120:mRNA-p1,89424.1953125,79594.2890625,74059.75,78368.640625,57726.51953125,94781.59375,"Chromosome passenger complex (CPC) protein INCENP N terminal, putative"
5342,Tb927.9.11140:mRNA-p1,173358.953125,68070.1875,79142.4140625,61030.3671875,69555.1484375,48833.86328125,"hypothetical protein, conserved"
5343,Tb927.9.11150:mRNA-p1,182940.734375,166733.4375,164759.953125,146506.609375,115673.6953125,129311.8828125,"hypothetical protein, conserved"
5344,Tb927.9.11220:mRNA-p1,450812.75,568545.875,646660.3125,636452.9375,785071.25,696999.5,"tRNA import complex component, putative"
5345,Tb927.9.11230:mRNA-p1,2295006.5,1926044.5,1614504.25,1391226.375,1603450.125,1514050.5,"calmodulin-like protein, putative"
5346,Tb927.9.11250:mRNA-p1,211391.734375,29442.97265625,146803.6875,187736.53125,66268.515625,412107.625,predicted WD40 repeat protein
5347,Tb927.9.11260:mRNA-p1,229013.296875,257850.09375,252081.140625,240804.28125,251040.59375,234002.953125,"nucleoside diphosphate kinase, putative"
5348,Tb927.9.11270:mRNA-p1,9102414,8025519,8245129,6669924.5,7630766,6902820.5,"t- complex protein 1 (eta subunit), putative"
5349,Tb927.9.11300:mRNA-p1,144956.75,123322.109375,114362.8203125,77160.671875,87546.5390625,76685.8359375,Mitochondrial ribosomal protein S17
5350,Tb927.9.11330:mRNA-p1,1729189.25,1627387.625,1335798.75,1558072,1589560.75,1759821.625,"proteasome beta 2 subunit, putative"
5351,Tb927.9.11380:mRNA-p1;Tb927.9.11410:mRNA-p1,9781769,10110720,11774260,6991737,5786949,6348087.5,"60S ribosomal protein L23, putative"
5352,Tb927.9.11470:mRNA-p1;Tb927.9.11490:mRNA-p1,5124244,5341628.5,5865644,4292095,3666435.5,3536023.75,60S ribosomal protein L29
5353,Tb927.9.11480:mRNA-p1,1798315.75,2000996.375,2023602.75,2112649.5,2207989,2115006.5,Enriched in surface-labeled proteome protein 9
5354,Tb927.9.11500:mRNA-p1,121103.7265625,109017.2109375,129437.0546875,126353.0390625,128628.921875,115729.0859375,anaphase-promoting complex subunit 2
5355,Tb927.9.11510:mRNA-p1,194519.484375,94394.5078125,120862.5703125,140056.84375,162476.09375,172624.71875,"hypothetical protein, conserved"
5356,Tb927.9.11540:mRNA-p1,786627.875,792201.5,727099.8125,761265,590822.5,572618.1875,"hypothetical protein, conserved"
5357,Tb927.9.11580:mRNA-p1,5959400.5,4701080,5290629,4401425,7350016,5383885,glycosomal membrane protein
5358,Tb927.9.11600:mRNA-p1,1228765.625,1292911.5,1089064.125,1111921.5,904718.0625,922749.375,glycosomal membrane protein
5359,Tb927.9.11640:mRNA-p1,603721.0625,408167.9375,423813.78125,457907.0625,667760.5625,567698.25,"hypothetical protein, conserved"
5361,Tb927.9.11690:mRNA-p1,110374.765625,Filtered,Filtered,93465.640625,Filtered,Filtered,"hypothetical protein, conserved"
5362,Tb927.9.11720:mRNA-p1,779065.5,824202.3125,755089.1875,717269.4375,905949.625,818538.75,Iron-sulfur cluster assembly protein
5363,Tb927.9.11740:mRNA-p1,77822.5,103549.6875,113206.3984375,150283.3125,152632.828125,138818.578125,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
5365,Tb927.9.11770:mRNA-p1,96287.125,48550.44140625,65168.03515625,197800.46875,72598.359375,146191.546875,"Fusaric acid resistance protein-like, putative"
5366,Tb927.9.11790:mRNA-p1;Tb927.9.11800:mRNA-p1,157404.984375,75288.6171875,134241.234375,482928.25,278125.40625,356921.65625,"MATE efflux family protein, putative"
5367,Tb927.9.11830:mRNA-p1,Filtered,Filtered,Filtered,11489.3046875,8213.8984375,5532.40576171875,"hypothetical protein, conserved"
5368,Tb927.9.11840:mRNA-p1,218813.765625,247346.140625,220895.453125,162178.640625,157136.390625,143465.71875,"pre-rRNA-processing protein PNO1, putative"
5369,Tb927.9.11850:mRNA-p1,5122417.5,3221156,3188988,5190407.5,5302558.5,846908.25,"structural maintenance of chromosome 1, putative"
5370,Tb927.9.11870:mRNA-p1,345601.15625,344327.5,331378.375,344197.03125,367128.5,349435.28125,"zinc finger protein, putative"
5371,Tb927.9.11880:mRNA-p1,77236.3671875,79294.2890625,103103.3046875,70447.296875,76229.9609375,72805.5703125,"Mitochondrial SSU ribosomal protein, putative"
5372,Tb927.9.11890:mRNA-p1,10556.9296875,8864.1552734375,9164.9130859375,6896.57958984375,10084.064453125,10679.955078125,"hypothetical protein, conserved"
5373,Tb927.9.11900:mRNA-p1,127529.875,97055.703125,94367.203125,97087.578125,97568.296875,107347.546875,acyl transferase-like protein
5374,Tb927.9.11910:mRNA-p1,134212.34375,137841.65625,139078.78125,161813.484375,181564.90625,165662.03125,"peroxidase, putative"
5375,Tb927.9.11940:mRNA-p1,3033636.5,2797559.5,2724128.5,2741964.5,3414942,3105074.75,"replication factor A protein 3, putative"
5376,Tb927.9.11960:mRNA-p1,94246.2890625,100179.703125,44645.51953125,74564.65625,29292.0390625,223968.625,"hypothetical protein, conserved"
5377,Tb927.9.12000:mRNA-p1,313029.125,342685.8125,322182.28125,351194.875,421670.0625,345657.96875,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
5378,Tb927.9.12040:mRNA-p1,99300.9609375,104059.6328125,82431.1171875,89668.5234375,208014.578125,1214048.125,cap-specific 2'-O-methyltransferase
5379,Tb927.9.12070:mRNA-p1,838834.0625,816632.25,824535.4375,711037.5,839401.6875,739313.375,"hypothetical protein, conserved"
5380,Tb927.9.12080:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,952.7568359375,"hypothetical protein, conserved"
5381,Tb927.9.12090:mRNA-p1,102998,100056.1640625,90891.1953125,75550.640625,78447.75,95530.359375,"Putative death-receptor fusion protein (DUF2428), putative"
5382,Tb927.9.12110:mRNA-p1,6366601,5834151,5020060,4274879,4695226.5,4508171,"6-phosphogluconate dehydrogenase, decarboxylating"
5384,Tb927.9.12150:mRNA-p1,402760.28125,453294.0625,400327.0625,370069.5625,374401.0625,418133.78125,"transport protein particle (TRAPP) subunit, putative"
5385,Tb927.9.12160:mRNA-p1,62774.3671875,54546.1796875,61206.90234375,42689.38671875,40576.2265625,43315.421875,"hypothetical protein, conserved"
5386,Tb927.9.12170:mRNA-p1,261373.921875,297787.3125,167797.625,250014.234375,300626.5625,293749.75,"leucine-rich repeat protein (LRRP), putative"
5387,Tb927.9.12200:mRNA-p1;Tb927.9.12240:mRNA-p1,6651298.5,6013567,5702100,5918856.5,5282610.5,5018063,"60S ribosomal subunit protein L31, putative"
5388,Tb927.9.12290:mRNA-p1,706454.5,625538.8125,664171.4375,696827.4375,687290.8125,702316.8125,Peroxin 19
5389,Tb927.9.12300:mRNA-p1,1097932.5,1127333,1170727.625,1047556.8125,1102885.25,1188986.875,"replication factor C, subunit 3, putative"
5390,Tb927.9.12310:mRNA-p1,7579.7919921875,14794.509765625,14780.041015625,28651.732421875,12218.99609375,12226.943359375,"hypothetical protein, conserved"
5391,Tb927.9.12320:mRNA-p1,1064409,1181657.75,1058166.375,1184198.625,1299831.75,1408381.75,"cystathione gamma lyase, putative"
5392,Tb927.9.12330:mRNA-p1,114022.0390625,105014.59375,84770.4453125,114322.640625,162360.9375,115118.3046875,"thioredoxin, putative"
5393,Tb927.9.12340:mRNA-p1,150167.453125,162974.640625,168800.515625,259113.65625,283936.78125,263002.75,"hypothetical protein, conserved"
5394,Tb927.9.12360:mRNA-p1,559561.5625,606887.9375,568892.4375,590239.5625,610653.1875,634711.5,"RNA-binding protein, putative"
5395,Tb927.9.12380:mRNA-p1,425199.8125,466441.125,460268.0625,444425.46875,584109.4375,500725.125,"Histidine phosphatase superfamily (branch 1), putative"
5396,Tb927.9.12390:mRNA-p1,466740.65625,423459.15625,459607.625,433865.34375,445354.53125,474438.46875,"hypothetical protein, conserved"
5397,Tb927.9.12450:mRNA-p1,167297.265625,167135.6875,173671.90625,118220.4296875,112399.4609375,127981.71875,"class I transcription factor A, subunit 2"
5398,Tb927.9.12470:mRNA-p1,54649.49609375,43393.1796875,43861.23046875,37742.8203125,Filtered,Filtered,inositol polyphosphate multikinase
5399,Tb927.9.12480:mRNA-p1,366426.9375,406776.5,434060,379158.5,400366.59375,376699.96875,"dynein light chain type 1, putative"
5400,Tb927.9.12490:mRNA-p1,97260.515625,11208.9970703125,162834.78125,702918.0625,215803.171875,150649.328125,"hypothetical protein, conserved"
5402,Tb927.9.12510:mRNA-p1,5307038,4943712,5285410.5,5306495,4949784,5411551,"ATP-dependent DEAD/H RNA helicase, putative"
5403,Tb927.9.12570:mRNA-p1,59027504,58905600,54422800,57729540,71811192,64959140,"glycerol kinase, glycosomal"
5404,Tb927.9.12650:mRNA-p1,14427724,14340183,13589332,14904971,17143026,16168662,"ubiquitin-activating enzyme E1, putative"
5405,Tb927.9.12670:mRNA-p1,191066.3125,181216.140625,195711.3125,134535.4375,143359.125,163786.34375,predicted zinc finger protein
5407,Tb927.9.12700:mRNA-p1,1552535.75,1631975.375,1600004.5,1575723.5,1443297.25,1667786.25,"phospholipase A1, putative"
5408,Tb927.9.12730:mRNA-p1,1295264.25,1251079.5,1169363,1168619.375,1189187.375,1311305.25,"chaperone protein DnaJ, putative"
5409,Tb927.9.12750:mRNA-p1,102498.171875,115798.3203125,109818.8046875,143880.390625,130674.96875,114138.125,"hypothetical protein, conserved"
5410,Tb927.9.12770:mRNA-p1,159731.671875,152605.25,233635.359375,226978.875,217136.90625,271622.78125,Kinetoplast polyadenylation factor 3
5411,Tb927.9.12780:mRNA-p1,304140.4375,426100.125,644774.125,577258.4375,742588.8125,451530.40625,"Leucine carboxyl methyltransferase/Cupin-like domain containing protein, putative"
5412,Tb927.9.12790:mRNA-p1,139220.921875,129928.28125,134793.703125,164765.953125,233915.53125,187743.015625,"dolichol kinase, putative"
5413,Tb927.9.12800:mRNA-p1,42844.046875,52626.39453125,58268.2890625,60051.65234375,63828.83984375,75649.546875,"hypothetical protein, conserved"
5414,Tb927.9.12820:mRNA-p1,487999.9375,503202.21875,523486.9375,437254.9375,494498.65625,447959.65625,"dynein light chain, putative"
5415,Tb927.9.12830:mRNA-p1,705594.125,639316.6875,654168.625,587525.9375,636738.0625,629153.5,"hypothetical protein, conserved"
5417,Tb927.9.12870:mRNA-p1,255291.25,226243.65625,199973.09375,201975.0625,201591.53125,222663.65625,"trafficking protein particle complex subunit 1, putative"
5418,Tb927.9.12880:mRNA-p1,230843.28125,265304.875,256929.25,250645.53125,256083.484375,270596.78125,"STE20-like serine/threonine-protein kinase 2, putative"
5419,Tb927.9.12890:mRNA-p1,221509.6875,237296.734375,227095.953125,167706.875,137571.078125,153424.71875,"hypothetical protein, conserved"
5420,Tb927.9.12900:mRNA-p1,257379.75,225141.6875,228360.359375,278939.125,299288.125,255658.828125,"RNA polymerase-associated protein LEO1, putative"
5421,Tb927.9.12930:mRNA-p1,187653.28125,170691.34375,185612.609375,108637.890625,131293.1875,108561.53125,selenocysteine lyase
5423,Tb927.9.12960:mRNA-p1,95383.3515625,92582.15625,96268.8671875,171866.1875,155173.609375,130809.984375,"transporter, putative"
5424,Tb927.9.12980:mRNA-p1,686017.0625,655984.6875,679999.75,857211.5,712245.6875,794608,"Alpha/beta hydrolase family, putative"
5425,Tb927.9.12990:mRNA-p1,508131.96875,434179.5625,499253,499219.71875,492177.09375,488278.21875,"hypothetical protein, conserved"
5426,Tb927.9.13030:mRNA-p1,1060365.25,1088341.25,1043437.8125,997740.875,1078097.375,1005339.8125,QA-SNARE protein putative
5427,Tb927.9.13040.2:mRNA-p1,70563.65625,68558.90625,62157.78515625,51871.5390625,44144.95703125,67471.71875,"hypothetical protein, conserved"
5428,Tb927.9.13050:mRNA-p1,239327.296875,239939.234375,202868.953125,316332.875,261030.75,360273.6875,"hypothetical protein, conserved"
5429,Tb927.9.13060:mRNA-p1,33817.390625,63163.58984375,33052.6015625,100057.40625,78766.75,100058.375,"btb/poz domain containing protein, putative"
5430,Tb927.9.13070:mRNA-p1,2026451.5,3298930,2284078,1860437.375,2873112.75,2024836.25,Heat shock factor binding 1 domain-containing protein
5431,Tb927.9.13100:mRNA-p1,222999.71875,243910.359375,244110.078125,152549.859375,189050.5,162554.375,"ankyrin repeat protein, putative"
5433,Tb927.9.13140:mRNA-p1,365560.15625,425538.1875,339004,279462.21875,303823.34375,280871.25,"hypothetical protein, conserved"
5435,Tb927.9.13225:mRNA-p1,110227.109375,90769.9453125,96199.328125,122250.265625,129837.515625,97963.703125,hypothetical protein
5436,Tb927.9.13240:mRNA-p1,645859.0625,Filtered,16873.935546875,11497.7275390625,15450.1474609375,8103.86474609375,"hypothetical protein, conserved"
5437,Tb927.9.13280:mRNA-p1,852635.375,1060774.375,169709.328125,479243.4375,518967.78125,577123.6875,Double RNA binding domain protein 9
5438,Tb927.9.13290:mRNA-p1,133999.03125,158835.1875,139174.8125,136671.421875,142654.34375,126747.3125,"hypothetical protein, conserved"
5439,Tb927.9.13300.1:mRNA-p1;Tb927.9.13300.2:mRNA-p1,61222.69921875,55785.4375,61039.8984375,34046.3203125,Filtered,40342.59375,"Ring finger domain containing protein, putative"
5440,Tb927.9.13310:mRNA-p1,477340.625,501846.21875,490353.625,288176.21875,469591.1875,399792.25,"Yos1-like, putative"
5441,Tb927.9.13320:mRNA-p1,165908.78125,148248.390625,113905.2890625,121713.4296875,138563.9375,120486.8125,"hypothetical protein, conserved"
5442,Tb927.9.13330:mRNA-p1,345318.75,373053.3125,350312.03125,381925.25,374194.5,370045.3125,"hypothetical protein, conserved"
5443,Tb927.9.13340:mRNA-p1,23096.017578125,99151.8515625,25175.224609375,33732.82421875,39072.43359375,33177.234375,"Nop53 (60S ribosomal biogenesis), putative"
5444,Tb927.9.13350:mRNA-p1,16607.96875,18957.453125,18009.29296875,13500.25390625,5541.572265625,6941.25634765625,"hypothetical protein, conserved"
5445,Tb927.9.13360:mRNA-p1,4790072.5,3004322.5,2715344.25,3071020,4202952,3429060.75,"ubiquitin-protein ligase, putative"
5446,Tb927.9.13380:mRNA-p1,4028597.25,4202129,4123315,4273098,5129118.5,4881558.5,Autophagy-related protein 24
5447,Tb927.9.1340:mRNA-p1,332761.53125,313406.90625,341147.03125,345639.40625,340804.4375,355762.59375,Myosin-like protein 2
5449,Tb927.9.13440:mRNA-p1,2217723,2306126.75,2846399.5,3949824.5,3264876.75,3593048,Flagellar Member 5
5450,Tb927.9.13460:mRNA-p1,47031.84375,67883.1875,91750.078125,75326.3046875,85320.328125,67782.7265625,"Spt4/RpoE2 zinc finger, putative"
5451,Tb927.9.13470:mRNA-p1,79301.640625,67107.1171875,81460.5078125,78376.359375,66564.2265625,81630.8125,"hypothetical protein, conserved"
5452,Tb927.9.13480:mRNA-p1,145682.84375,152819.78125,158246.1875,189201.78125,144169.296875,133475.71875,"Eukaryotic protein of unknown function (DUF1764), putative"
5453,Tb927.9.13490:mRNA-p1,880434.0625,926632.125,901823,989841.875,715104.8125,878498.125,"metallo-peptidase, Clan MG, Family M24"
5454,Tb927.9.1350:mRNA-p1,251967.25,229296.859375,134406.640625,158009.703125,177709.84375,172107.875,"hypothetical protein, conserved"
5455,Tb927.9.13510:mRNA-p1,1957852.875,1850811.75,1826773.75,1816722.5,1892755.125,1992069.75,Poly(A)-specific ribonuclease PARN-3
5456,Tb927.9.13520:mRNA-p1,610138.5,377287.875,531409.1875,590940.5,559376.375,558530.375,Importin 1
5457,Tb927.9.13530:mRNA-p1,50955.640625,24731.775390625,28751.86328125,50417.65234375,48133.46875,38339.41796875,"Presequence translocase-associated motor 16, putative"
5458,Tb927.9.13540:mRNA-p1,151709.4375,132436.765625,131132.359375,148964.3125,151660.921875,158593.609375,"hypothetical protein, conserved"
5459,Tb927.9.1360:mRNA-p1,99794.234375,69237.40625,80908.921875,114754.71875,90362.9765625,88096.578125,"hypothetical protein, conserved"
5460,Tb927.9.13610:mRNA-p1,561669,616965.6875,621965.8125,715649,832032.125,1007213.75,"helicase, putative"
5461,Tb927.9.13620:mRNA-p1,389320.125,321504.75,661234,873544.5625,605149.1875,577055.6875,"hypothetical protein, conserved"
5462,Tb927.9.13655:mRNA-p1;Tb927.9.13680:mRNA-p1;Tb927.9.13710:mRNA-p1;Tb927.9.13740:mRNA-p1,15700620,15216662,16025435,6970670,18116390,6860147,"ADP-ribosylation factor, putative"
5463,Tb927.9.13770:mRNA-p1,81927.125,95941.296875,70046.0625,60323.38671875,64462.1171875,57286.7109375,"proteasome complex subunit Rpn13 ubiquitin receptor, putative"
5464,Tb927.9.13780:mRNA-p1,47074.98046875,49880.3671875,44342.4921875,28118.306640625,62383.6171875,31271.03515625,"Mitochondrial SSU ribosomal protein, putative"
5465,Tb927.9.13785:mRNA-p1;Tb927.9.13795:mRNA-p1;Tb927.9.13820:mRNA-p1;Tb927.9.13860:mRNA-p1;Tb927.9.13920:mRNA-p1,27937638,27958146,24764670,22869966,24193324,23443490,kinetoplastid membrane protein 11-1
5466,Tb927.9.1380:mRNA-p1,2072107.25,2113858.5,1967729,1762422.625,2038268.125,1872045.5,"hypothetical protein, conserved"
5467,Tb927.9.1390:mRNA-p1,144494.75,169118.0625,171387.8125,77798.828125,85589.234375,88200.28125,"CSL zinc finger, putative"
5468,Tb927.9.13970:mRNA-p1,656578.625,584445.9375,640255.8125,580106.875,523917.5,626343,KKT-interacting protein 9
5469,Tb927.9.13990:mRNA-p1,3307257,3738842,3735871.25,3226038.25,2990885,2982297.5,"RNA-binding protein, putative"
5470,Tb927.9.1400:mRNA-p1,138486.265625,137212.171875,136324.859375,143245.734375,125397.875,133361.125,"kynurenine 3-monooxygenase, putative"
5471,Tb927.9.14030:mRNA-p1,68858.109375,69426.6015625,73527.34375,62107.6875,64105.66015625,57950.2109375,"hypothetical protein, conserved"
5472,Tb927.9.14040:mRNA-p1,95997.4921875,78844.7421875,70400.796875,66626.6328125,72045.6640625,60993.4375,"short-chain dehydrogenase, putative"
5474,Tb927.9.14070:mRNA-p1,682283.6875,649072.625,696679.75,842604.8125,990651.625,844232.5625,"short-chain dehydrogenase, putative"
5475,Tb927.9.14080:mRNA-p1,1471870.625,1317131.625,1321091.25,2016126.75,1575746,1290141.375,"vesicle-associated membrane protein, putative"
5476,Tb927.9.1410:mRNA-p1,108488.578125,14752.361328125,8246.0810546875,20654.830078125,16751,27549.375,SUMO-interacting motif-containing protein
5477,Tb927.9.14100:mRNA-p1,753370.625,832419.625,833390,1018013.5,940549.4375,1040722.875,"hypothetical protein, conserved"
5478,Tb927.9.14120:mRNA-p1,279259.03125,273926.25,291217.8125,240645.453125,221864.859375,204295.25,"NLI interacting factor-like phosphatase, putative"
5479,Tb927.9.14130:mRNA-p1,366976.46875,342069.75,347670.84375,306738.90625,268632.03125,283645.125,"hypothetical protein, conserved"
5480,Tb927.9.14160:mRNA-p1,90383.296875,78225.6796875,67100.703125,41899.7109375,44990.5234375,55477.19921875,"rieske iron-sulfur protein, mitochondrial precursor"
5481,Tb927.9.14180:mRNA-p1,115620.125,104327.9375,100889.2265625,94993.4453125,141310.21875,104626.046875,"chaperone protein DnaJ, putative"
5483,Tb927.9.14220:mRNA-p1,472613.53125,460348.78125,495701.90625,752468.625,510222.5,468819.71875,"metacaspase 5, putative"
5484,Tb927.9.14230:mRNA-p1,158983.59375,162714.421875,170309.390625,125844.0234375,151518.5,119175.6171875,"hypothetical protein, conserved"
5485,Tb927.9.14240:mRNA-p1,120373.234375,152571,141148.75,174725.046875,173198.046875,153310.625,Nucleoporin NUP82
5486,Tb927.9.14260:mRNA-p1,66004.6328125,89539.296875,80578.796875,87689.8359375,109007.953125,96546.5703125,"hypothetical protein, conserved"
5487,Tb927.9.14280:mRNA-p1,119263.640625,110978.359375,34434.2578125,118769.484375,81208.3671875,50134.0703125,"hypothetical protein, conserved"
5488,Tb927.9.14290:mRNA-p1,395947.15625,376570.25,363023.34375,435104.78125,314692.53125,383908.15625,Cytokinesis initiation factor 2
5489,Tb927.9.14330:mRNA-p1,108917.6171875,110494.71875,106721.890625,107044.265625,100324.2421875,135492.21875,"mismatch repair protein PMS1, putative"
5491,Tb927.9.14400:mRNA-p1,62362.3671875,61868.69140625,13480.859375,61754.6328125,8184.494140625,11256.916015625,"leucine-rich repeat protein (LRRP), putative"
5492,Tb927.9.14410:mRNA-p1,66945.625,253840.515625,128495.125,Filtered,65769.828125,50134.140625,"RNA 3'-terminal phosphate cyclase, putative"
5493,Tb927.9.14430:mRNA-p1,1037386.4375,953894.125,949323.5625,756897.75,742692.375,714227.8125,Casein kinase II
5494,Tb927.9.14470:mRNA-p1,382014.625,356739.25,391714.125,446963.34375,333239.8125,458659.59375,"ubiquitin carboxyl-terminal hydrolase, putative"
5495,Tb927.9.14480:mRNA-p1,1580219,1264193.625,1067551.625,978621.875,1475891.75,1407267,"dynein-associated protein, putative"
5496,Tb927.9.1470:mRNA-p1,122959.40625,118966.4375,129673.9453125,123687.640625,78690.890625,109742.3203125,"hypothetical protein, conserved"
5497,Tb927.9.15000:mRNA-p1,2045326.875,2199170,2218587.25,2167073.5,1811833.5,2212767.5,"proteasome complex subunit Rpn13 ubiquitin receptor, putative"
5498,Tb927.9.15010:mRNA-p1,120578.1953125,124569.484375,117331.140625,115482.7265625,136021.71875,115771.9609375,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
5499,Tb927.9.15020.1:mRNA-p1,10301.4111328125,44703.87890625,44747.30859375,Filtered,Filtered,19851.96875,"hypothetical protein, conserved"
5500,Tb927.9.15030:mRNA-p1,124109.078125,171329.328125,161437.4375,111057.453125,123989.4140625,121977.0234375,"DNA polymerase epsilon subunit B, putative"
5501,Tb927.9.15040:mRNA-p1,356264.78125,323128.25,302944.65625,274392,255426.359375,246300.125,"DTW domain containing protein, putative"
5502,Tb927.9.15050:mRNA-p1,135353.390625,118086.8828125,120033.1015625,148751.234375,121902.515625,149283.40625,nexin-dynein regulatory complex 4
5503,Tb927.9.15060:mRNA-p1,338739.28125,367877.84375,447424.5625,353824.96875,490561.84375,338485.5,"rRNA processing protein, putative"
5504,Tb927.9.15070:mRNA-p1,2119034.25,1826159.125,1591929.875,1503587.75,1422194.375,1643863.625,"hypothetical protein, conserved"
5505,Tb927.9.15090:mRNA-p1,1255321.5,1343447.125,1199851.5,1048503,1068194.625,1154034.25,"cytosolic coat protein, putative"
5506,Tb927.9.1510:mRNA-p1,274066.46875,223446.6875,252221.265625,294074.1875,261003.4375,270546.03125,"D-ala D-ala ligase C-terminus/SET domain containing protein, putative"
